textID,text,selected_text,sentiment,temp_list,stemmed,lemmatized,label,token
d7268f08ed,_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,neutral,"['_c', 're:headaches', 'wife', 'situation', 'finally', 'decided', 'go', 'meds', 'much']","['headach', 'wife', 'situat', 'final', 'decid', 'bed', 'much']","['headache', 'wife', 'situation', 'finally', 'decide', 'bed', 'much']",1,"['headache', 'wife', 'situation', 'finally', 'decide', 'bed', 'much']"
5af502e931,i cant sleep ughh n i have registration tomorrow at 11 this suxs   *Shooting Star*,suxs,negative,"['cant', 'sleep', 'ughh', 'n', 'registration', 'tomorrow', '11', 'suxs', '*Shooting', 'Star*']","['not', 'sleep', 'ugh', 'registr', 'tomorrow', 'six', 's', 'shoot', 'star']","['not', 'sleep', 'ugh', 'registration', 'tomorrow', 'six', 's', 'shoot', 'star']",0,"['not', 'sleep', 'ugh', 'registration', 'tomorrow', 'six', 's', 'shoot', 'star']"
575cd97e22, The thought of splitting the estate is depressing of course! (KIDDING!) I don`t like the thought of my parents dying,depressing of course! (KIDDING!) I don`t like the thought of my parents dying,neutral,"['The', 'thought', 'splitting', 'estate', 'depressing', 'course!', '(KIDDING!)', 'I', 'don`t', 'like', 'thought', 'parents', 'dying']","['thought', 'split', 'estat', 'depress', 'cours', 'bid', 'like', 'thought', 'parent', 'die']","['thought', 'splitting', 'estate', 'depress', 'course', 'bidding', 'like', 'thought', 'parent', 'die']",1,"['thought', 'splitting', 'estate', 'depress', 'course', 'bidding', 'like', 'thought', 'parent', 'die']"
6257534ecd,Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,neutral,"['Cant', 'stop', 'playin`', 'head', '--', 'pussycat', 'dolls', 'jai', 'ho', 'ellen', 'degeneres', '[HD]', 'http://bit.ly/HxLfm']","['not', 'stop', 'play', 'in', 'head', 'pussycat', 'doll', 'jaw', 'ellen', 'degener']","['not', 'stop', 'play', 'in', 'head', 'pussycat', 'doll', 'jaw', 'ellen', 'degenerate']",1,"['not', 'stop', 'play', 'in', 'head', 'pussycat', 'doll', 'jaw', 'ellen', 'degenerate']"
501b62b19f,is a college graduate,is a college graduate,neutral,"['college', 'graduate']","['colleg', 'graduat']","['college', 'graduate']",1,"['college', 'graduate']"
6c9a8e1812, eeeeeeeeeeeeee i jealous sia i didnt get to seee,jealous,negative,"['eeeeeeeeeeeeee', 'jealous', 'sia', 'didnt', 'get', 'seee']","['he', 'he', 'he', 'he', 'jealou', 'sir', 'not', 'get', 'see', 'e']","['he', 'he', 'he', 'he', 'jealous', 'sir', 'not', 'get', 'see', 'e']",0,"['he', 'he', 'he', 'he', 'jealous', 'sir', 'not', 'get', 'see', 'e']"
651ff3c921,good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),hope you al have a lovely,positive,"['good', 'morning', 'everyone!', 'hope', 'al', 'lovely', 'sunday!', '(and', 'hope', 'doesnt', 'rain', 'tomorrow', ':|)']","['good', 'morn', 'everyon', 'hope', 'love', 'sunday', 'hope', 'not', 'rain', 'tomorrow']","['good', 'morning', 'everyone', 'hope', 'lovely', 'sunday', 'hope', 'not', 'rain', 'tomorrow']",2,"['good', 'morning', 'everyone', 'hope', 'lovely', 'sunday', 'hope', 'not', 'rain', 'tomorrow']"
5a1c3e0b10, haha its awesome i always have to use it when i eat,s awesome,positive,"['haha', 'awesome', 'always', 'use', 'eat']","['hata', 'awesom', 'alway', 'use', 'eat']","['hata', 'awesome', 'always', 'use', 'eat']",2,"['hata', 'awesome', 'always', 'use', 'eat']"
b8c9585d72,05/30 - first session  yay me!,yay me!,positive,"['05/30', '-', 'first', 'session', 'yay', 'me!']","['first', 'session', 'may']","['first', 'session', 'may']",2,"['first', 'session', 'may']"
9cf8c5a87b," hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then","hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then",neutral,"['hahaha..', 'it`s', 'ok,', 'I', 'hire', 'mom??!', 'So', 'paiseh..', 'haha,', 'I', 'shall', 'washing']","['havana', 'hire', 'mon', 'rais', 'h', 'hata', 'shall', 'wash']","['havana', 'hire', 'mon', 'raise', 'h', 'hata', 'shall', 'wash']",1,"['havana', 'hire', 'mon', 'raise', 'h', 'hata', 'shall', 'wash']"
7238fd113c,Venti Black Ice Tea with 8 pumps of classic,Venti Black Ice Tea with 8 pumps of classic,neutral,"['Venti', 'Black', 'Ice', 'Tea', '8', 'pumps', 'classic']","['vent', 'black', 'ice', 'tea', 'pump', 'classic']","['vent', 'black', 'ice', 'tea', 'pump', 'classic']",1,"['vent', 'black', 'ice', 'tea', 'pump', 'classic']"
3f6905c92c,I`m medal drivin`  home in 3 hours!,I`m medal drivin`  home in 3 hours!,neutral,"['I`m', 'medal', 'drivin`', 'home', '3', 'hours!']","['medal', 'driven', 'home', 'hour']","['medal', 'driven', 'home', 'hour']",1,"['medal', 'driven', 'home', 'hour']"
3d4d76ef64," haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you! ;)","haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you!",positive,"['haha', 'well,', 'kinda!', 'I`m', 'Mommy', 'lil`', 'pom-chi', 'hehe', 'thank', 'you!', ';)']","['hata', 'well', 'kind', 'mummi', 'll', 'pot', 'chi', 'here', 'thank']","['hata', 'well', 'kind', 'mummy', 'll', 'pot', 'chi', 'here', 'thank']",2,"['hata', 'well', 'kind', 'mummy', 'll', 'pot', 'chi', 'here', 'thank']"
68b0baf89c,I miss my friends so much,I miss my friends so much,negative,"['I', 'miss', 'friends', 'much']","['miss', 'friend', 'much']","['miss', 'friend', 'much']",0,"['miss', 'friend', 'much']"
1a64c09ed3, I`ve read about those. They`re cool. You should definitely get one,cool.,positive,"['I`ve', 'read', 'those.', 'They`re', 'cool.', 'You', 'definitely', 'get', 'one']","['read', 'cool', 'definit', 'get', 'one']","['read', 'cool', 'definitely', 'get', 'one']",2,"['read', 'cool', 'definitely', 'get', 'one']"
98eae8ea8b," Cheers John, thanks for following me. Look forward to your twitterings too. Think this`ll be a good place for my rants  ****",Think this`ll be a good place for my rants,positive,"['Cheers', 'John,', 'thanks', 'following', 'me.', 'Look', 'forward', 'twitterings', 'too.', 'Think', 'this`ll', 'good', 'place', 'rants', '****']","['cheer', 'john', 'thank', 'follow', 'look', 'forward', 'glitter', 's', 'think', 'good', 'place', 'rank']","['cheer', 'john', 'thanks', 'follow', 'look', 'forward', 'glitter', 's', 'think', 'good', 'place', 'rank']",2,"['cheer', 'john', 'thanks', 'follow', 'look', 'forward', 'glitter', 's', 'think', 'good', 'place', 'rank']"
39ebdff938,happy mom`s day,happy mom`s day,positive,"['happy', 'mom`s', 'day']","['happi', 'mon', 'day']","['happy', 'mon', 'day']",2,"['happy', 'mon', 'day']"
a5ccbfe2a4, I think I`d be like Phoebe`s mom on friends - Stop the movie before the sad part.,sad,negative,"['I', 'think', 'I`d', 'like', 'Phoebe`s', 'mom', 'friends', '-', 'Stop', 'movie', 'sad', 'part.']","['think', 'like', 'phoeb', 'mon', 'friend', 'stop', 'movi', 'sad', 'part']","['think', 'like', 'phoebe', 'mon', 'friend', 'stop', 'movie', 'sad', 'part']",0,"['think', 'like', 'phoebe', 'mon', 'friend', 'stop', 'movie', 'sad', 'part']"
c48f0cfbb6,"is chillin` with my hangover, hollyoaks and a plate of chips....sunday mornings",is chillin`,positive,"['chillin`', 'hangover,', 'hollyoaks', 'plate', 'chips....sunday', 'mornings']","['chill', 'hanov', 'hollyoak', 'plate', 'chip', 'sunday', 'morn']","['chill', 'hanover', 'hollyoaks', 'plate', 'chip', 'sunday', 'morning']",2,"['chill', 'hanover', 'hollyoaks', 'plate', 'chip', 'sunday', 'morning']"
00bb3044e0, again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,thanks,positive,"['thanks', 'dear', 'neighboor', 'also', 'gave', 'coffee', 'I', 'needed', 'it.', 'She', 'best']","['thank', 'dear', 'nigh', 'boor', 'also', 'gave', 'coffe', 'need', 'best']","['thanks', 'dear', 'nigh', 'boor', 'also', 'give', 'coffee', 'need', 'best']",2,"['thanks', 'dear', 'nigh', 'boor', 'also', 'give', 'coffee', 'need', 'best']"
17fee4ac89,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,neutral,"['Finally', 'got', 'lil', 'monster', 'hands', 'I', 'could', 'run', 'errands', 'I', 'gotta', 'rain!!!']","['final', 'got', 'll', 'monster', 'hand', 'could', 'run', 'errand', 'got', 'rain']","['finally', 'get', 'll', 'monster', 'hand', 'could', 'run', 'errand', 'get', 'rain']",1,"['finally', 'get', 'll', 'monster', 'hand', 'could', 'run', 'errand', 'get', 'rain']"
b4ff222e1e,"****, can`t sleep.  feening for cigs. i`m horrible. :X",horrible.,negative,"['****,', 'can`t', 'sleep.', 'feening', 'cigs.', 'i`m', 'horrible.', ':X']","['sleep', 'fee', 'king', 'fig', 'horribl']","['sleep', 'fee', 'king', 'fig', 'horrible']",0,"['sleep', 'fee', 'king', 'fig', 'horrible']"
53383d7e00,"Again, No P.F. Changs for lunch    Booooo","Again, No P.F. Changs for lunch    Boooo",neutral,"['Again,', 'No', 'P.F.', 'Changs', 'lunch', 'Booooo']","['chang', 'lunch', 'too', 'oo']","['change', 'lunch', 'too', 'oo']",1,"['change', 'lunch', 'too', 'oo']"
94021f3d9f, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,sorry,negative,"['i`m', 'sorry', 'day', 'wasn`t', 'good', 'make', 'feel', 'better', 'know', 'you`re', 'beating', 'oprah', 'ms', 'twitterworld?']","['sorri', 'day', 'good', 'make', 'feel', 'better', 'know', 'beat', 'porch', 'twitter', 'world']","['sorry', 'day', 'good', 'make', 'feel', 'well', 'know', 'beating', 'porch', 'twitter', 'world']",0,"['sorry', 'day', 'good', 'make', 'feel', 'well', 'know', 'beating', 'porch', 'twitter', 'world']"
b181a7fb51,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent,enjoying,positive,"['enjoying', 'Bank', 'Holiday', 'Just', 'meeting', 'real', 'estate', 'agent', 'offer', 'Amsterdam', 'apartment', 'rent']","['enjoy', 'bank', 'holiday', 'meet', 'real', 'estat', 'agent', 'offer', 'amsterdam', 'apart', 'rent']","['enjoy', 'bank', 'holiday', 'meeting', 'real', 'estate', 'agent', 'offer', 'amsterdam', 'apartment', 'rent']",2,"['enjoy', 'bank', 'holiday', 'meeting', 'real', 'estate', 'agent', 'offer', 'amsterdam', 'apartment', 'rent']"
9c839c4af5,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!,neutral,"['Ohhh', 'mannnn', 'laid', '3', 'girls!!!', 'This', 'economy', 'improve', 'soon!!!']","['oh', 'man', 'in', 'laid', 'girl', 'economi', 'improv', 'soon']","['oh', 'man', 'in', 'laid', 'girl', 'economy', 'improve', 'soon']",1,"['oh', 'man', 'in', 'laid', 'girl', 'economy', 'improve', 'soon']"
f448dea3b4,Honza takes his flight back to the Czech Republic in the morning  I`m really going to miss him.,going to miss him.,negative,"['Honza', 'takes', 'flight', 'back', 'Czech', 'Republic', 'morning', 'I`m', 'really', 'going', 'miss', 'him.']","['sonya', 'take', 'flight', 'back', 'czech', 'republ', 'morn', 'realli', 'go', 'miss']","['sonya', 'take', 'flight', 'back', 'czech', 'republic', 'morning', 'really', 'go', 'miss']",0,"['sonya', 'take', 'flight', 'back', 'czech', 'republic', 'morning', 'really', 'go', 'miss']"
34ac5f9c28,http://pic.im/4d8   Horten moss kï¿½,http://pic.im/4d8   Horten moss kï,neutral,"['http://pic.im/4d8', 'Horten', 'moss', 'kï¿½']","['shorten', 'moss']","['shorten', 'moss']",1,"['shorten', 'moss']"
b7f67246a1,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative,"['I`m', 'getting', '&', 'family', 'ready', 'Kaylee`s', 'graduation!', 'It`s', 'gonna', 'make', 'sad.']","['get', 'famili', 'readi', 'kayle', 'granul', 'go', 'make', 'sad']","['get', 'family', 'ready', 'kaylee', 'granulation', 'go', 'make', 'sad']",0,"['get', 'family', 'ready', 'kaylee', 'granulation', 'go', 'make', 'sad']"
d89e249f0b, my knee is hurting so bad im limping...so we get to suffer through work together,my knee is hurting so bad,negative,"['knee', 'hurting', 'bad', 'im', 'limping...so', 'get', 'suffer', 'work', 'together']","['knee', 'hurt', 'bad', 'limp', 'get', 'suffer', 'work', 'togeth']","['knee', 'hurt', 'bad', 'limp', 'get', 'suffer', 'work', 'together']",0,"['knee', 'hurt', 'bad', 'limp', 'get', 'suffer', 'work', 'together']"
599d4d59a9, have you seen 'The Fifth Element'? makes 'super green' a lot funnier,lot funnier,positive,"['seen', ""'The"", 'Fifth', ""Element'?"", 'makes', ""'super"", ""green'"", 'lot', 'funnier']","['seen', 'fifth', 'element', 'make', 'super', 'green', 'lot', 'funnier']","['see', 'fifth', 'element', 'make', 'super', 'green', 'lot', 'funnier']",2,"['see', 'fifth', 'element', 'make', 'super', 'green', 'lot', 'funnier']"
e60ac59fbd,just got up and updated my ipod,just got up and updated my ipod,neutral,"['got', 'updated', 'ipod']","['got', 'updat', 'upon']","['get', 'update', 'upon']",1,"['get', 'update', 'upon']"
e1045bc57e,I feel 5 pounds lighter,I feel 5 pounds lighter,neutral,"['I', 'feel', '5', 'pounds', 'lighter']","['feel', 'pound', 'lighter']","['feel', 'pound', 'lighter']",1,"['feel', 'pound', 'lighter']"
5591e13da8, awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,neutral,"['awe', 'wit', 'snap', 'fingers', 'n', 'nod', 'head', 'ur', 'rain', 'gone', 'lol...thxs', 'hit', 'afterwards']","['a', 'we', 'wit', 'snap', 'finger', 'nod', 'head', 'rain', 'gone', 'll', 'the', 's', 'hit', 'afterward']","['a', 'we', 'wit', 'snap', 'finger', 'nod', 'head', 'rain', 'go', 'll', 'the', 's', 'hit', 'afterwards']",1,"['a', 'we', 'wit', 'snap', 'finger', 'nod', 'head', 'rain', 'go', 'll', 'the', 's', 'hit', 'afterwards']"
16a59b162b," oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)","oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together",neutral,"['oh', 'thas', 'cool', 'know,', 'I', 'kinda', 'knew', 'bouts', 'cuz', 'Ericson', 'haha', 'guys', 'together', 'x)']","['t', 'ha', 'cool', 'know', 'kind', 'knew', 'bout', 'cut', 'prison', 'hata', 'gun', 'togeth']","['t', 'have', 'cool', 'know', 'kind', 'knew', 'bout', 'cut', 'prison', 'hata', 'gun', 'together']",1,"['t', 'have', 'cool', 'know', 'kind', 'knew', 'bout', 'cut', 'prison', 'hata', 'gun', 'together']"
ecd6fb5d23,_Thomas ahhhh probably will...not good  u been Dubai before??,not good,negative,"['_Thomas', 'ahhhh', 'probably', 'will...not', 'good', 'u', 'Dubai', 'before??']","['thoma', 'ah', 'probabl', 'not', 'good', 'cuba']","['thomas', 'ah', 'probably', 'not', 'good', 'cuba']",0,"['thomas', 'ah', 'probably', 'not', 'good', 'cuba']"
ff332a95c5,listening to Demi Lovato  FINISHED MY NEW SONG!,listening to Demi Lovato  FINISHED MY NEW SONG!,neutral,"['listening', 'Demi', 'Lovato', 'FINISHED', 'MY', 'NEW', 'SONG!']","['listen', 'semi', 'potato', 'finish', 'new', 'song']","['listen', 'semi', 'potato', 'finish', 'new', 'song']",1,"['listen', 'semi', 'potato', 'finish', 'new', 'song']"
fd1f0568c9, why would you want a clone? Unboxed a new 24' iMac last night and it`s beautiful! Too bad it`s not mine,it`s beautiful! Too bad it`s not mine,neutral,"['would', 'want', 'clone?', 'Unboxed', 'new', ""24'"", 'iMac', 'last', 'night', 'it`s', 'beautiful!', 'Too', 'bad', 'it`s', 'mine']","['would', 'want', 'alon', 'unvex', 'new', 'mac', 'last', 'night', 'beauti', 'bad', 'not', 'mine']","['would', 'want', 'alone', 'unvexed', 'new', 'mac', 'last', 'night', 'beautiful', 'bad', 'not', 'mine']",1,"['would', 'want', 'alone', 'unvexed', 'new', 'mac', 'last', 'night', 'beautiful', 'bad', 'not', 'mine']"
b055b5fb62,&not gonna lie. it`s 60 degrees in here. thanks for leavin me your sweater molly. brrrrr,thanks,positive,"['&not', 'gonna', 'lie.', 'it`s', '60', 'degrees', 'here.', 'thanks', 'leavin', 'sweater', 'molly.', 'brrrrr']","['not', 'go', 'lie', 'degre', 'thank', 'leav', 'sweeter', 'folli', 'bar', 'r']","['not', 'go', 'lie', 'degree', 'thanks', 'leave', 'sweeter', 'folly', 'bar', 'r']",2,"['not', 'go', 'lie', 'degree', 'thanks', 'leave', 'sweeter', 'folly', 'bar', 'r']"
f9a85c76cd,you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,what`s worse...,negative,"['wanna', 'know', 'what`s', 'worse...', 'coworker', 'brewed', 'fresh', 'cup', 'coffee', 'I', 'think', 'bacon']","['want', 'know', 'wors', 'worker', 'breed', 'fresh', 'cup', 'coffe', 'think', 'bacon']","['want', 'know', 'bad', 'worker', 'breed', 'fresh', 'cup', 'coffee', 'think', 'bacon']",0,"['want', 'know', 'bad', 'worker', 'breed', 'fresh', 'cup', 'coffee', 'think', 'bacon']"
2c6152282e," hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x","hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x",neutral,"['hey,', 'know', 'trailers', 'hannah', 'montana?', 'jonas', 'brothers', '3D', 'concert', 'experience', 'trailer?', 'x']","['hey', 'know', 'trailer', 'hannah', 'montana', 'jone', 'brother', 'concert', 'experi', 'trailer']","['hey', 'know', 'trailer', 'hannah', 'montana', 'jones', 'brother', 'concert', 'experience', 'trailer']",1,"['hey', 'know', 'trailer', 'hannah', 'montana', 'jones', 'brother', 'concert', 'experience', 'trailer']"
538f59b13f, That`s not too bad.  Good luck!,That`s not too bad.  Good luck!,positive,"['That`s', 'bad.', 'Good', 'luck!']","['not', 'bad', 'good', 'luck']","['not', 'bad', 'good', 'luck']",2,"['not', 'bad', 'good', 'luck']"
525581d61c, you okay bby?,you okay bby?,neutral,"['okay', 'bby?']","['okay', 'b', 'by']","['okay', 'b', 'by']",1,"['okay', 'b', 'by']"
b2edd7ca5b,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don`t have any cranberry juice",nice,positive,"['ha', 'ha...just', 'found', 'new', 'cocktail:', 'Dances', 'Wenches', '(Cranberry', 'Juice,', 'Spiced', 'Rum),', 'sounds', 'nice', 'I', 'don`t', 'cranberry', 'juice']","['found', 'new', 'cocktail', 'danc', 'wench', 'cranberri', 'juic', 'spice', 'rum', 'sound', 'nice', 'cranberri', 'juic']","['found', 'new', 'cocktail', 'dance', 'wench', 'cranberry', 'juice', 'spice', 'rum', 'sound', 'nice', 'cranberry', 'juice']",2,"['found', 'new', 'cocktail', 'dance', 'wench', 'cranberry', 'juice', 'spice', 'rum', 'sound', 'nice', 'cranberry', 'juice']"
64f19f03ae,my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,happy,positive,"['mum', 'really', 'happy', 'pretty', 'small', 'present^^', 'oh', 'wow', 'tomorrow', 'test', 'one', 'presents:', 'one', 'pasta', 'recepies']","['sum', 'realli', 'happi', 'pretti', 'small', 'present', 'now', 'tomorrow', 'test', 'one', 'present', 'one', 'past', 'remedi']","['sum', 'really', 'happy', 'pretty', 'small', 'present', 'now', 'tomorrow', 'test', 'one', 'present', 'one', 'past', 'remedy']",2,"['sum', 'really', 'happy', 'pretty', 'small', 'present', 'now', 'tomorrow', 'test', 'one', 'present', 'one', 'past', 'remedy']"
d8eb5b5538,Just wants to compute,Just wants to compute,neutral,"['Just', 'wants', 'compute']","['want', 'comput']","['want', 'compute']",1,"['want', 'compute']"
a5b37cb0c6,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,neutral,"['I`m', 'going', 'try', '&', 'get', 'sleep.', 'I', 'got', 'work', 'mostly', 'day', '&', 'I`m', 'training', 'bakery', 'also.', 'Glammyyy', 'crocker', 'deck.', 'Lmao.', 'Text', 'call']","['go', 'tri', 'get', 'sleep', 'got', 'work', 'mostli', 'day', 'train', 'baker', 'also', 'glad', 'my', 'by', 'crockeri', 'deck', 'may', 'text', 'call']","['go', 'try', 'get', 'sleep', 'get', 'work', 'mostly', 'day', 'training', 'baker', 'also', 'glad', 'my', 'by', 'crockery', 'deck', 'may', 'text', 'call']",1,"['go', 'try', 'get', 'sleep', 'get', 'work', 'mostly', 'day', 'training', 'baker', 'also', 'glad', 'my', 'by', 'crockery', 'deck', 'may', 'text', 'call']"
3b21035fbc, followed your bro _Vet,followed your bro _Vet,neutral,"['followed', 'bro', '_Vet']","['follow', 'brow', 'met']","['follow', 'brow', 'met']",1,"['follow', 'brow', 'met']"
5aca898189,Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck,pain,negative,"['Working', 'Product', 'Buzz', '(product', 'reviews)', 'blog...', 'pain', 'back', 'neck']","['work', 'product', 'buzz', 'product', 'review', 'blow', 'pain', 'back', 'neck']","['work', 'product', 'buzz', 'product', 'review', 'blow', 'pain', 'back', 'neck']",0,"['work', 'product', 'buzz', 'product', 'review', 'blow', 'pain', 'back', 'neck']"
93868196ee,Gained 3lbs wish I could afford something other than top ramen... If only I had a job...,If only I had a job...,negative,"['Gained', '3lbs', 'wish', 'I', 'could', 'afford', 'something', 'top', 'ramen...', 'If', 'I', 'job...']","['gain', 'le', 'wish', 'could', 'afford', 'someth', 'top', 'raven', 'job']","['gain', 'le', 'wish', 'could', 'afford', 'something', 'top', 'raven', 'job']",0,"['gain', 'le', 'wish', 'could', 'afford', 'something', 'top', 'raven', 'job']"
63ccd4708b,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no **** license. no more touch",they had no **** license.,negative,"['@_AislinnTighee', 'bhaha,', 'teenage', 'nightclub', 'home', 'im', 'supposed', 'there.', '****', 'license.', 'touch']","['b', 'hata', 'teenag', 'nightclub', 'home', 'suppos', 'licens', 'touch']","['b', 'hata', 'teenage', 'nightclub', 'home', 'suppose', 'license', 'touch']",0,"['b', 'hata', 'teenage', 'nightclub', 'home', 'suppose', 'license', 'touch']"
088132673e,"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa","Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa",neutral,"['Just', 'observation:', 'Aside', 'riverwalk,', 'pretty', 'much', 'cute', 'girls', 'downtown', 'sa']","['observ', 'asid', 'riverbank', 'pretti', 'much', 'cut', 'girl', 'downtown']","['observation', 'aside', 'riverbank', 'pretty', 'much', 'cut', 'girl', 'downtown']",1,"['observation', 'aside', 'riverbank', 'pretty', 'much', 'cut', 'girl', 'downtown']"
6d102deeab," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there","y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive,"['hey', 'loved', 'ACS', 'see', 'online,', 'yet', 'cant', 'wait', 'buy', 'it!!!', 'look', 'amazing']","['hey', 'love', 'as', 'see', 'onlin', 'not', 'yet', 'not', 'wait', 'buy', 'look', 'amaz']","['hey', 'love', 'a', 'see', 'online', 'not', 'yet', 'not', 'wait', 'buy', 'look', 'amaze']",2,"['hey', 'love', 'a', 'see', 'online', 'not', 'yet', 'not', 'wait', 'buy', 'look', 'amaze']"
62ddef3be1,"Exchange story gone, yaaaay! On with Sweet Charity","Exchange story gone, yaaaay! On with Sweet Charity",neutral,"['Exchange', 'story', 'gone,', 'yaaaay!', 'On', 'Sweet', 'Charity']","['exchang', 'stori', 'gone', 'y', 'a', 'y', 'sweet', 'chariti']","['exchange', 'story', 'go', 'y', 'a', 'y', 'sweet', 'charity']",1,"['exchange', 'story', 'go', 'y', 'a', 'y', 'sweet', 'charity']"
37dfef1c1e, gut,gut,neutral,['gut'],['gut'],['gut'],1,['gut']
b04d635e79,i now know that we`ve made a difference in each others lives...i feel proud.,i feel proud.,positive,"['know', 'we`ve', 'made', 'difference', 'others', 'lives...i', 'feel', 'proud.']","['know', 'made', 'differ', 'other', 'live', 'feel', 'proud']","['know', 'make', 'difference', 'others', 'life', 'feel', 'proud']",2,"['know', 'make', 'difference', 'others', 'life', 'feel', 'proud']"
721b35039e,"Cougar Privacy Threatened as Surveillance Increases  http://bit.ly/ayViO - sorry, couldn`t help myself with this one","sorry,",negative,"['Cougar', 'Privacy', 'Threatened', 'Surveillance', 'Increases', 'http://bit.ly/ayViO', '-', 'sorry,', 'couldn`t', 'help', 'one']","['sugar', 'privaci', 'threaten', 'surveil', 'increas', 'sorri', 'help', 'one']","['sugar', 'privacy', 'threaten', 'surveillance', 'increase', 'sorry', 'help', 'one']",0,"['sugar', 'privacy', 'threaten', 'surveillance', 'increase', 'sorry', 'help', 'one']"
824ef07396,just woke up to a flat tire,just woke up to a flat tire,neutral,"['woke', 'flat', 'tire']","['woke', 'flat', 'tire']","['woke', 'flat', 'tire']",1,"['woke', 'flat', 'tire']"
dc0fc254e8,"gor i am soo bored, man i don`t think i could get any more bored","soo bored,",negative,"['gor', 'soo', 'bored,', 'man', 'don`t', 'think', 'could', 'get', 'bored']","['g', 'or', 'so', 'bore', 'man', 'think', 'could', 'get', 'bore']","['g', 'or', 'so', 'bore', 'man', 'think', 'could', 'get', 'bore']",0,"['g', 'or', 'so', 'bore', 'man', 'think', 'could', 'get', 'bore']"
ff328e0f53," By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.","By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.",neutral,"['By', 'way,', 'let', 'know', 'want', 'schedule', 'round', 'two.', 'Played', 'highland', 'woods', 'monday.', 'Shot', '96.']","['way', 'let', 'know', 'want', 'schedul', 'round', 'two', 'play', 'highland', 'wood', 'monday', 'shot']","['way', 'let', 'know', 'want', 'schedule', 'round', 'two', 'played', 'highland', 'wood', 'monday', 'shot']",1,"['way', 'let', 'know', 'want', 'schedule', 'round', 'two', 'played', 'highland', 'wood', 'monday', 'shot']"
af58d51dd0, u go to profile then ill help u from there cause ur right next to me!!! he he he,help,positive,"['u', 'go', 'profile', 'ill', 'help', 'u', 'cause', 'ur', 'right', 'next', 'me!!!']","['profil', 'ill', 'help', 'right', 'next']","['profile', 'ill', 'help', 'right', 'next']",2,"['profile', 'ill', 'help', 'right', 'next']"
29dfa3c036, LOVE your show  !,LOVE,positive,"['LOVE', 'show', '!']","['love', 'show']","['love', 'show']",2,"['love', 'show']"
2effead876, thanks..,thanks..,positive,['thanks..'],['thank'],['thanks'],2,['thanks']
1f39c2418e,_44 Thanks!! It was a bit out of my comfort zone but it was fun,_44 Thanks!! It was a bit out of my comfort zone but it was fun,neutral,"['_44', 'Thanks!!', 'It', 'bit', 'comfort', 'zone', 'fun']","['thank', 'bit', 'comfort', 'zone', 'fun']","['thanks', 'bit', 'comfort', 'zone', 'fun']",1,"['thanks', 'bit', 'comfort', 'zone', 'fun']"
